lambda	Re(eps)	Im(eps)
2.1340000000000000e+03	-8.3919898811293034e+00	+1.5021685722481357e+00
2.1350000000000000e+03	-8.4034380800350181e+00	+1.5042609054506761e+00
2.1360000000000000e+03	-8.4148913313097662e+00	+1.5063551522999195e+00
2.1370000000000000e+03	-8.4263496345291795e+00	+1.5084513136053457e+00
2.1380000000000000e+03	-8.4378129892687053e+00	+1.5105493901763134e+00
2.1390000000000000e+03	-8.4492813951036378e+00	+1.5126493828220666e+00
2.1400000000000000e+03	-8.4607548516090851e+00	+1.5147512923517308e+00
2.1410000000000000e+03	-8.4722333583599951e+00	+1.5168551195743152e+00
2.1420000000000000e+03	-8.4837169149311453e+00	+1.5189608652987108e+00
2.1430000000000000e+03	-8.4952055208971444e+00	+1.5210685303336939e+00
2.1440000000000000e+03	-8.5066991758324288e+00	+1.5231781154879203e+00
2.1450000000000000e+03	-8.5181978793112645e+00	+1.5252896215699292e+00
2.1460000000000000e+03	-8.5297016309077538e+00	+1.5274030493881450e+00
2.1470000000000000e+03	-8.5412104301958198e+00	+1.5295183997508697e+00
2.1480000000000000e+03	-8.5527242767492329e+00	+1.5316356734662941e+00
2.1490000000000000e+03	-8.5642431701415820e+00	+1.5337548713424882e+00
2.1500000000000000e+03	-8.5757671099462822e+00	+1.5358759941874018e+00
2.1510000000000000e+03	-8.5872960957365887e+00	+1.5379990428088710e+00
2.1520000000000000e+03	-8.5988301270855843e+00	+1.5401240180146136e+00
2.1530000000000000e+03	-8.6103692035661794e+00	+1.5422509206122275e+00
2.1540000000000000e+03	-8.6219133247511319e+00	+1.5443797514091973e+00
2.1550000000000000e+03	-8.6334624902130077e+00	+1.5465105112128850e+00
2.1560000000000000e+03	-8.6450166995242110e+00	+1.5486432008305364e+00
2.1570000000000000e+03	-8.6565759522569881e+00	+1.5507778210692817e+00
2.1580000000000000e+03	-8.6681402479834073e+00	+1.5529143727361308e+00
2.1590000000000000e+03	-8.6797095862753526e+00	+1.5550528566379733e+00
2.1600000000000000e+03	-8.6912839667045745e+00	+1.5571932735815874e+00
2.1610000000000000e+03	-8.7028633888426334e+00	+1.5593356243736294e+00
2.1620000000000000e+03	-8.7144478522609159e+00	+1.5614799098206358e+00
2.1630000000000000e+03	-8.7260373565306484e+00	+1.5636261307290273e+00
2.1640000000000000e+03	-8.7376319012228834e+00	+1.5657742879051058e+00
2.1650000000000000e+03	-8.7492314859085170e+00	+1.5679243821550566e+00
2.1660000000000000e+03	-8.7608361101582677e+00	+1.5700764142849448e+00
2.1670000000000000e+03	-8.7724457735426800e+00	+1.5722303851007173e+00
2.1680000000000000e+03	-8.7840604756321365e+00	+1.5743862954082033e+00
2.1690000000000000e+03	-8.7956802159968497e+00	+1.5765441460131124e+00
2.1700000000000000e+03	-8.8073049942068629e+00	+1.5787039377210379e+00
2.1710000000000000e+03	-8.8189348098320615e+00	+1.5808656713374545e+00
2.1720000000000000e+03	-8.8305696624421479e+00	+1.5830293476677162e+00
2.1730000000000000e+03	-8.8422095516066594e+00	+1.5851949675170600e+00
2.1740000000000000e+03	-8.8538544768949698e+00	+1.5873625316906035e+00
2.1750000000000000e+03	-8.8655044378762788e+00	+1.5895320409933460e+00
2.1760000000000000e+03	-8.8771594341196280e+00	+1.5917034962301702e+00
2.1770000000000000e+03	-8.8888194651938761e+00	+1.5938768982058362e+00
2.1780000000000000e+03	-8.9004845306677289e+00	+1.5960522477249881e+00
2.1790000000000000e+03	-8.9121546301097112e+00	+1.5982295455921505e+00
2.1800000000000000e+03	-8.9238297630881842e+00	+1.6004087926117279e+00
2.1810000000000000e+03	-8.9355099291713422e+00	+1.6025899895880071e+00
2.1820000000000000e+03	-8.9471951279272179e+00	+1.6047731373251581e+00
2.1830000000000000e+03	-8.9588853589236610e+00	+1.6069582366272273e+00
2.1840000000000000e+03	-8.9705806217283701e+00	+1.6091452882981465e+00
2.1850000000000000e+03	-8.9822809159088592e+00	+1.6113342931417241e+00
2.1860000000000000e+03	-8.9939862410324878e+00	+1.6135252519616539e+00
2.1870000000000000e+03	-9.0056965966664411e+00	+1.6157181655615067e+00
2.1880000000000000e+03	-9.0174119823777374e+00	+1.6179130347447370e+00
2.1890000000000000e+03	-9.0291323977332265e+00	+1.6201098603146777e+00
2.1900000000000000e+03	-9.0408578422995998e+00	+1.6223086430745448e+00
2.1910000000000000e+03	-9.0525883156433622e+00	+1.6245093838274327e+00
2.1920000000000000e+03	-9.0643238173308660e+00	+1.6267120833763178e+00
2.1930000000000000e+03	-9.0760643469282929e+00	+1.6289167425240565e+00
2.1940000000000000e+03	-9.0878099040016576e+00	+1.6311233620733872e+00
2.1950000000000000e+03	-9.0995604881168060e+00	+1.6333319428269262e+00
2.1960000000000000e+03	-9.1113160988394082e+00	+1.6355424855871719e+00
2.1970000000000000e+03	-9.1230767357349833e+00	+1.6377549911565032e+00
2.1980000000000000e+03	-9.1348423983688694e+00	+1.6399694603371788e+00
2.1990000000000000e+03	-9.1466130863062443e+00	+1.6421858939313381e+00
2.2000000000000000e+03	-9.1583887991121191e+00	+1.6444042927410010e+00
