lambda	Re(eps)	Im(eps)
1.0330000000000000e+03	+1.0637342128016898e+00	+1.7229746698243889e-01
1.0340000000000000e+03	+1.0580660867343750e+00	+1.7279718284677500e-01
1.0350000000000000e+03	+1.0523925517267969e+00	+1.7329786066824762e-01
1.0360000000000000e+03	+1.0467136079963795e+00	+1.7379950135581887e-01
1.0370000000000000e+03	+1.0410292557607495e+00	+1.7430210581838954e-01
1.0380000000000000e+03	+1.0353394952377331e+00	+1.7480567496479918e-01
1.0390000000000000e+03	+1.0296443266453621e+00	+1.7531020970382580e-01
1.0400000000000000e+03	+1.0239437502018727e+00	+1.7581571094418566e-01
1.0410000000000000e+03	+1.0182377661256998e+00	+1.7632217959453378e-01
1.0420000000000000e+03	+1.0125263746354829e+00	+1.7682961656346352e-01
1.0430000000000000e+03	+1.0068095759500677e+00	+1.7733802275950594e-01
1.0440000000000000e+03	+1.0010873702884964e+00	+1.7784739909113140e-01
1.0450000000000000e+03	+9.9535975787001885e-01	+1.7835774646674743e-01
1.0460000000000000e+03	+9.8962673891408581e-01	+1.7886906579470033e-01
1.0470000000000000e+03	+9.8388831364034957e-01	+1.7938135798327443e-01
1.0480000000000000e+03	+9.7814448226866890e-01	+1.7989462394069164e-01
1.0490000000000000e+03	+9.7239524501910024e-01	+1.8040886457511240e-01
1.0500000000000000e+03	+9.6664060211190561e-01	+1.8092408079463482e-01
1.0510000000000000e+03	+9.6088055376755133e-01	+1.8144027350729458e-01
1.0520000000000000e+03	+9.5511510020670132e-01	+1.8195744362106583e-01
1.0530000000000000e+03	+9.4934424165022735e-01	+1.8247559204385974e-01
1.0540000000000000e+03	+9.4356797831920147e-01	+1.8299471968352551e-01
1.0550000000000000e+03	+9.3778631043489646e-01	+1.8351482744785017e-01
1.0560000000000000e+03	+9.3199923821878983e-01	+1.8403591624455801e-01
1.0570000000000000e+03	+9.2620676189256335e-01	+1.8455798698131076e-01
1.0580000000000000e+03	+9.2040888167809509e-01	+1.8508104056570812e-01
1.0590000000000000e+03	+9.1460559779747186e-01	+1.8560507790528674e-01
1.0600000000000000e+03	+9.0879691047298206e-01	+1.8613009990752050e-01
1.0610000000000000e+03	+9.0298281992711216e-01	+1.8665610747982112e-01
1.0620000000000000e+03	+8.9716332638255514e-01	+1.8718310152953713e-01
1.0630000000000000e+03	+8.9133843006220648e-01	+1.8771108296395428e-01
1.0640000000000000e+03	+8.8550813118916016e-01	+1.8824005269029567e-01
1.0650000000000000e+03	+8.7967242998671802e-01	+1.8877001161572116e-01
1.0660000000000000e+03	+8.7383132667837726e-01	+1.8930096064732801e-01
1.0670000000000000e+03	+8.6798482148784295e-01	+1.8983290069215014e-01
1.0680000000000000e+03	+8.6213291463902264e-01	+1.9036583265715826e-01
1.0690000000000000e+03	+8.5627560635602196e-01	+1.9089975744926033e-01
1.0700000000000000e+03	+8.5041289686315125e-01	+1.9143467597530084e-01
1.0710000000000000e+03	+8.4454478638492469e-01	+1.9197058914206083e-01
1.0720000000000000e+03	+8.3867127514605411e-01	+1.9250749785625854e-01
1.0730000000000000e+03	+8.3279236337145823e-01	+1.9304540302454828e-01
1.0740000000000000e+03	+8.2690805128625611e-01	+1.9358430555352107e-01
1.0750000000000000e+03	+8.2101833911576572e-01	+1.9412420634970501e-01
1.0760000000000000e+03	+8.1512322708551332e-01	+1.9466510631956371e-01
1.0770000000000000e+03	+8.0922271542122282e-01	+1.9520700636949775e-01
1.0780000000000000e+03	+8.0331680434882102e-01	+1.9574990740584394e-01
1.0790000000000000e+03	+7.9740549409443640e-01	+1.9629381033487558e-01
1.0800000000000000e+03	+7.9148878488440388e-01	+1.9683871606280143e-01
1.0810000000000000e+03	+7.8556667694525162e-01	+1.9738462549576763e-01
1.0820000000000000e+03	+7.7963917050371867e-01	+1.9793153953985518e-01
1.0830000000000000e+03	+7.7370626578673818e-01	+1.9847945910108225e-01
1.0840000000000000e+03	+7.6776796302145289e-01	+1.9902838508540219e-01
1.0850000000000000e+03	+7.6182426243520407e-01	+1.9957831839870446e-01
1.0860000000000000e+03	+7.5587516425552970e-01	+2.0012925994681496e-01
1.0870000000000000e+03	+7.4992066871017915e-01	+2.0068121063549477e-01
1.0880000000000000e+03	+7.4396077602709720e-01	+2.0123417137044097e-01
1.0890000000000000e+03	+7.3799548643443114e-01	+2.0178814305728651e-01
1.0900000000000000e+03	+7.3202480016053295e-01	+2.0234312660159978e-01
1.0910000000000000e+03	+7.2604871743395405e-01	+2.0289912290888484e-01
1.0920000000000000e+03	+7.2006723848344700e-01	+2.0345613288458148e-01
1.0930000000000000e+03	+7.1408036353796822e-01	+2.0401415743406473e-01
1.0940000000000000e+03	+7.0808809282667440e-01	+2.0457319746264524e-01
1.0950000000000000e+03	+7.0209042657892384e-01	+2.0513325387556899e-01
1.0960000000000000e+03	+6.9608736502427826e-01	+2.0569432757801726e-01
1.0970000000000000e+03	+6.9007890839249786e-01	+2.0625641947510673e-01
1.0980000000000000e+03	+6.8406505691354669e-01	+2.0681953047188911e-01
1.0990000000000000e+03	+6.7804581081759174e-01	+2.0738366147335138e-01
1.1000000000000000e+03	+6.7202117033499853e-01	+2.0794881338441559e-01
1.1010000000000000e+03	+6.6599113569633328e-01	+2.0851498710993913e-01
1.1020000000000000e+03	+6.5995570713237139e-01	+2.0908218355471359e-01
1.1030000000000000e+03	+6.5391488487407878e-01	+2.0965040362346654e-01
1.1040000000000000e+03	+6.4786866915263053e-01	+2.1021964822085973e-01
1.1050000000000000e+03	+6.4181706019940288e-01	+2.1078991825148971e-01
1.1060000000000000e+03	+6.3576005824596837e-01	+2.1136121461988835e-01
1.1070000000000000e+03	+6.2969766352410472e-01	+2.1193353823052197e-01
1.1080000000000000e+03	+6.2362987626579480e-01	+2.1250688998779091e-01
1.1090000000000000e+03	+6.1755669670321289e-01	+2.1308127079603140e-01
1.1100000000000000e+03	+6.1147812506874288e-01	+2.1365668155951315e-01
1.1110000000000000e+03	+6.0539416159496895e-01	+2.1423312318244059e-01
1.1120000000000000e+03	+5.9930480651467111e-01	+2.1481059656895318e-01
1.1130000000000000e+03	+5.9321006006084032e-01	+2.1538910262312375e-01
1.1140000000000000e+03	+5.8710992246665716e-01	+2.1596864224896040e-01
1.1150000000000000e+03	+5.8100439396551185e-01	+2.1654921635040514e-01
1.1160000000000000e+03	+5.7489347479099573e-01	+2.1713082583133383e-01
1.1170000000000000e+03	+5.6877716517689603e-01	+2.1771347159555707e-01
1.1180000000000000e+03	+5.6265546535720512e-01	+2.1829715454681928e-01
1.1190000000000000e+03	+5.5652837556611656e-01	+2.1888187558879876e-01
1.1200000000000000e+03	+5.5039589603802286e-01	+2.1946763562510815e-01
1.1210000000000000e+03	+5.4425802700751813e-01	+2.2005443555929405e-01
1.1220000000000000e+03	+5.3811476870939945e-01	+2.2064227629483651e-01
1.1230000000000000e+03	+5.3196612137866328e-01	+2.2123115873514973e-01
1.1240000000000000e+03	+5.2581208525050860e-01	+2.2182108378358159e-01
1.1250000000000000e+03	+5.1965266056033332e-01	+2.2241205234341371e-01
1.1260000000000000e+03	+5.1348784754373744e-01	+2.2300406531786138e-01
1.1270000000000000e+03	+5.0731764643652344e-01	+2.2359712361007336e-01
1.1280000000000000e+03	+5.0114205747469098e-01	+2.2419122812313222e-01
1.1290000000000000e+03	+4.9496108089444357e-01	+2.2478637976005389e-01
1.1300000000000000e+03	+4.8877471693218677e-01	+2.2538257942378742e-01
1.1310000000000000e+03	+4.8258296582452376e-01	+2.2597982801721583e-01
1.1320000000000000e+03	+4.7638582780825933e-01	+2.2657812644315500e-01
1.1330000000000000e+03	+4.7018330312040346e-01	+2.2717747560435411e-01
1.1340000000000000e+03	+4.6397539199815752e-01	+2.2777787640349603e-01
1.1350000000000000e+03	+4.5776209467893381e-01	+2.2837932974319622e-01
1.1360000000000000e+03	+4.5154341140034138e-01	+2.2898183652600329e-01
1.1370000000000000e+03	+4.4531934240018689e-01	+2.2958539765439936e-01
1.1380000000000000e+03	+4.3908988791648218e-01	+2.3019001403079911e-01
1.1390000000000000e+03	+4.3285504818744025e-01	+2.3079568655755006e-01
1.1400000000000000e+03	+4.2661482345146817e-01	+2.3140241613693335e-01
1.1410000000000000e+03	+4.2036921394718041e-01	+2.3201020367116204e-01
1.1420000000000000e+03	+4.1411821991339215e-01	+2.3261905006238229e-01
1.1430000000000000e+03	+4.0786184158911265e-01	+2.3322895621267331e-01
1.1440000000000000e+03	+4.0160007921356033e-01	+2.3383992302404641e-01
1.1450000000000000e+03	+3.9533293302614725e-01	+2.3445195139844580e-01
1.1460000000000000e+03	+3.8906040326648839e-01	+2.3506504223774849e-01
1.1470000000000000e+03	+3.8278249017440169e-01	+2.3567919644376337e-01
1.1480000000000000e+03	+3.7649919398990273e-01	+2.3629441491823205e-01
1.1490000000000000e+03	+3.7021051495320556e-01	+2.3691069856282901e-01
1.1500000000000000e+03	+3.6391645330473121e-01	+2.3752804827916013e-01
1.1510000000000000e+03	+3.5761700928509566e-01	+2.3814646496876418e-01
1.1520000000000000e+03	+3.5131218313511647e-01	+2.3876594953311206e-01
1.1530000000000000e+03	+3.4500197509581332e-01	+2.3938650287360666e-01
1.1540000000000000e+03	+3.3868638540840434e-01	+2.4000812589158316e-01
1.1550000000000000e+03	+3.3236541431430799e-01	+2.4063081948830861e-01
1.1560000000000000e+03	+3.2603906205514521e-01	+2.4125458456498222e-01
1.1570000000000000e+03	+3.1970732887273456e-01	+2.4187942202273499e-01
1.1580000000000000e+03	+3.1337021500909756e-01	+2.4250533276262989e-01
1.1590000000000000e+03	+3.0702772070645201e-01	+2.4313231768566174e-01
1.1600000000000000e+03	+3.0067984620721999e-01	+2.4376037769275713e-01
1.1610000000000000e+03	+2.9432659175402343e-01	+2.4438951368477396e-01
1.1620000000000000e+03	+2.8796795758968141e-01	+2.4501972656250251e-01
1.1630000000000000e+03	+2.8160394395721422e-01	+2.4565101722666433e-01
1.1640000000000000e+03	+2.7523455109984640e-01	+2.4628338657791213e-01
1.1650000000000000e+03	+2.6885977926099658e-01	+2.4691683551683066e-01
1.1660000000000000e+03	+2.6247962868428498e-01	+2.4755136494393623e-01
1.1670000000000000e+03	+2.5609409961353657e-01	+2.4818697575967563e-01
1.1680000000000000e+03	+2.4970319229277216e-01	+2.4882366886442775e-01
1.1690000000000000e+03	+2.4330690696620971e-01	+2.4946144515850296e-01
1.1700000000000000e+03	+2.3690524387827505e-01	+2.5010030554214202e-01
1.1710000000000000e+03	+2.3049820327358761e-01	+2.5074025091551727e-01
1.1720000000000000e+03	+2.2408578539696711e-01	+2.5138128217873268e-01
1.1730000000000000e+03	+2.1766799049344066e-01	+2.5202340023182190e-01
1.1740000000000000e+03	+2.1124481880822321e-01	+2.5266660597475127e-01
1.1750000000000000e+03	+2.0481627058674023e-01	+2.5331090030741665e-01
1.1760000000000000e+03	+1.9838234607460903e-01	+2.5395628412964588e-01
1.1770000000000000e+03	+1.9194304551765251e-01	+2.5460275834119667e-01
1.1780000000000000e+03	+1.8549836916189255e-01	+2.5525032384175816e-01
1.1790000000000000e+03	+1.7904831725354731e-01	+2.5589898153094998e-01
1.1800000000000000e+03	+1.7259289003903611e-01	+2.5654873230832265e-01
1.1810000000000000e+03	+1.6613208776498389e-01	+2.5719957707335656e-01
1.1820000000000000e+03	+1.5966591067820524e-01	+2.5785151672546375e-01
1.1830000000000000e+03	+1.5319435902572076e-01	+2.5850455216398593e-01
1.1840000000000000e+03	+1.4671743305475182e-01	+2.5915868428819538e-01
1.1850000000000000e+03	+1.4023513301271340e-01	+2.5981391399729542e-01
1.1860000000000000e+03	+1.3374745914722652e-01	+2.6047024219041864e-01
1.1870000000000000e+03	+1.2725441170610896e-01	+2.6112766976662866e-01
1.1880000000000000e+03	+1.2075599093737521e-01	+2.6178619762491950e-01
1.1890000000000000e+03	+1.1425219708924583e-01	+2.6244582666421434e-01
1.1900000000000000e+03	+1.0774303041013722e-01	+2.6310655778336733e-01
1.1910000000000000e+03	+1.0122849114866117e-01	+2.6376839188116286e-01
1.1920000000000000e+03	+9.4708579553638206e-02	+2.6443132985631423e-01
1.1930000000000000e+03	+8.8183295874079803e-02	+2.6509537260746602e-01
1.1940000000000000e+03	+8.1652640359202167e-02	+2.6576052103319175e-01
1.1950000000000000e+03	+7.5116613258419118e-02	+2.6642677603199499e-01
1.1960000000000000e+03	+6.8575214821342545e-02	+2.6709413850230951e-01
1.1970000000000000e+03	+6.2028445297786394e-02	+2.6776260934249818e-01
1.1980000000000000e+03	+5.5476304937762233e-02	+2.6843218945085395e-01
1.1990000000000000e+03	+4.8918793991480580e-02	+2.6910287972559938e-01
1.2000000000000000e+03	+4.2355912709351795e-02	+2.6977468106488645e-01
1.2010000000000000e+03	+3.5787661341989185e-02	+2.7044759436679633e-01
1.2020000000000000e+03	+2.9214040140195685e-02	+2.7112162052934075e-01
1.2030000000000000e+03	+2.2635049354982950e-02	+2.7179676045045975e-01
1.2040000000000000e+03	+1.6050689237560700e-02	+2.7247301502802262e-01
1.2050000000000000e+03	+9.4609600393305016e-03	+2.7315038515982915e-01
1.2060000000000000e+03	+2.8658620119017542e-03	+2.7382887174360698e-01
1.2070000000000000e+03	-3.7346045929211868e-03	+2.7450847567701381e-01
1.2080000000000000e+03	-1.0340439523137235e-02	+2.7518919785763635e-01
1.2090000000000000e+03	-1.6951642526538357e-02	+2.7587103918298972e-01
1.2100000000000000e+03	-2.3568213350727341e-02	+2.7655400055051904e-01
1.2110000000000000e+03	-3.0190151743100913e-02	+2.7723808285759782e-01
1.2120000000000000e+03	-3.6817457450856850e-02	+2.7792328700152830e-01
1.2130000000000000e+03	-4.3450130221000194e-02	+2.7860961387954203e-01
1.2140000000000000e+03	-5.0088169800330817e-02	+2.7929706438879931e-01
1.2150000000000000e+03	-5.6731575935450529e-02	+2.7998563942638854e-01
1.2160000000000000e+03	-6.3380348372765738e-02	+2.8067533988932775e-01
1.2170000000000000e+03	-7.0034486858480349e-02	+2.8136616667456305e-01
1.2180000000000000e+03	-7.6693991138598427e-02	+2.8205812067896868e-01
1.2190000000000000e+03	-8.3358860958933079e-02	+2.8275120279934862e-01
1.2200000000000000e+03	-9.0029096065087799e-02	+2.8344541393243444e-01
1.2210000000000000e+03	-9.6704696202475127e-02	+2.8414075497488595e-01
1.2220000000000000e+03	-1.0338566111630598e-01	+2.8483722682329210e-01
1.2230000000000000e+03	-1.1007199055159145e-01	+2.8553483037416949e-01
1.2240000000000000e+03	-1.1676368425314720e-01	+2.8623356652396326e-01
1.2250000000000000e+03	-1.2346074196558643e-01	+2.8693343616904649e-01
1.2260000000000000e+03	-1.3016316343332512e-01	+2.8763444020572076e-01
1.2270000000000000e+03	-1.3687094840058389e-01	+2.8833657953021552e-01
1.2280000000000000e+03	-1.4358409661137994e-01	+2.8903985503868829e-01
1.2290000000000000e+03	-1.5030260780953153e-01	+2.8974426762722427e-01
1.2300000000000000e+03	-1.5702648173866418e-01	+2.9044981819183718e-01
1.2310000000000000e+03	-1.6375571814220091e-01	+2.9115650762846829e-01
1.2320000000000000e+03	-1.7049031676336224e-01	+2.9186433683298618e-01
1.2330000000000000e+03	-1.7723027734518126e-01	+2.9257330670118831e-01
1.2340000000000000e+03	-1.8397559963047971e-01	+2.9328341812879866e-01
1.2350000000000000e+03	-1.9072628336189013e-01	+2.9399467201146962e-01
1.2360000000000000e+03	-1.9748232828184253e-01	+2.9470706924478085e-01
1.2370000000000000e+03	-2.0424373413256980e-01	+2.9542061072423970e-01
1.2380000000000000e+03	-2.1101050065610849e-01	+2.9613529734528110e-01
1.2390000000000000e+03	-2.1778262759429001e-01	+2.9685113000326685e-01
1.2400000000000000e+03	-2.2456011468875481e-01	+2.9756810959348684e-01
1.2410000000000000e+03	-2.3134296168093993e-01	+2.9828623701115758e-01
1.2420000000000000e+03	-2.3813116831208969e-01	+2.9900551315142354e-01
1.2430000000000000e+03	-2.4492473432324235e-01	+2.9972593890935578e-01
1.2440000000000000e+03	-2.5172365945524788e-01	+3.0044751517995322e-01
1.2450000000000000e+03	-2.5852794344874841e-01	+3.0117024285814098e-01
1.2460000000000000e+03	-2.6533758604419155e-01	+3.0189412283877171e-01
1.2470000000000000e+03	-2.7215258698183042e-01	+3.0261915601662537e-01
1.2480000000000000e+03	-2.7897294600171563e-01	+3.0334534328640828e-01
1.2490000000000000e+03	-2.8579866284369793e-01	+3.0407268554275380e-01
1.2500000000000000e+03	-2.9262973724743624e-01	+3.0480118368022247e-01
1.2510000000000000e+03	-2.9946616895238876e-01	+3.0553083859330116e-01
1.2520000000000000e+03	-3.0630795769781294e-01	+3.0626165117640358e-01
1.2530000000000000e+03	-3.1315510322276996e-01	+3.0699362232387012e-01
1.2540000000000000e+03	-3.2000760526612471e-01	+3.0772675292996776e-01
1.2550000000000000e+03	-3.2686546356654400e-01	+3.0846104388889045e-01
1.2560000000000000e+03	-3.3372867786249305e-01	+3.0919649609475780e-01
1.2570000000000000e+03	-3.4059724789224077e-01	+3.0993311044161637e-01
1.2580000000000000e+03	-3.4747117339386158e-01	+3.1067088782343927e-01
1.2590000000000000e+03	-3.5435045410522914e-01	+3.1140982913412563e-01
1.2600000000000000e+03	-3.6123508976401641e-01	+3.1214993526750068e-01
1.2610000000000000e+03	-3.6812508010770806e-01	+3.1289120711731683e-01
1.2620000000000000e+03	-3.7502042487357912e-01	+3.1363364557725143e-01
1.2630000000000000e+03	-3.8192112379871279e-01	+3.1437725154090845e-01
1.2640000000000000e+03	-3.8882717661999688e-01	+3.1512202590181843e-01
1.2650000000000000e+03	-3.9573858307411847e-01	+3.1586796955343738e-01
1.2660000000000000e+03	-4.0265534289756300e-01	+3.1661508338914685e-01
1.2670000000000000e+03	-4.0957745582662852e-01	+3.1736336830225542e-01
1.2680000000000000e+03	-4.1650492159740438e-01	+3.1811282518599648e-01
1.2690000000000000e+03	-4.2343773994579070e-01	+3.1886345493352974e-01
1.2700000000000000e+03	-4.3037591060748515e-01	+3.1961525843794075e-01
1.2710000000000000e+03	-4.3731943331798817e-01	+3.2036823659224001e-01
1.2720000000000000e+03	-4.4426830781260751e-01	+3.2112239028936479e-01
1.2730000000000000e+03	-4.5122253382644839e-01	+3.2187772042217694e-01
1.2740000000000000e+03	-4.5818211109441620e-01	+3.2263422788346396e-01
1.2750000000000000e+03	-4.6514703935122714e-01	+3.2339191356593955e-01
1.2760000000000000e+03	-4.7211731833139403e-01	+3.2415077836224210e-01
1.2770000000000000e+03	-4.7909294776923073e-01	+3.2491082316493530e-01
1.2780000000000000e+03	-4.8607392739886190e-01	+3.2567204886650886e-01
1.2790000000000000e+03	-4.9306025695420796e-01	+3.2643445635937723e-01
1.2800000000000000e+03	-5.0005193616898946e-01	+3.2719804653587969e-01
1.2810000000000000e+03	-5.0704896477673866e-01	+3.2796282028828155e-01
1.2820000000000000e+03	-5.1405134251078444e-01	+3.2872877850877269e-01
1.2830000000000000e+03	-5.2105906910425759e-01	+3.2949592208946776e-01
1.2840000000000000e+03	-5.2807214429009708e-01	+3.3026425192240699e-01
1.2850000000000000e+03	-5.3509056780103847e-01	+3.3103376889955521e-01
1.2860000000000000e+03	-5.4211433936962461e-01	+3.3180447391280210e-01
1.2870000000000000e+03	-5.4914345872819936e-01	+3.3257636785396222e-01
1.2880000000000000e+03	-5.5617792560890944e-01	+3.3334945161477486e-01
1.2890000000000000e+03	-5.6321773974370526e-01	+3.3412372608690427e-01
1.2900000000000000e+03	-5.7026290086433917e-01	+3.3489919216193881e-01
1.2910000000000000e+03	-5.7731340870236547e-01	+3.3567585073139172e-01
1.2920000000000000e+03	-5.8436926298914571e-01	+3.3645370268670116e-01
1.2930000000000000e+03	-5.9143046345583894e-01	+3.3723274891922905e-01
1.2940000000000000e+03	-5.9849700983341059e-01	+3.3801299032026233e-01
1.2950000000000000e+03	-6.0556890185262979e-01	+3.3879442778101221e-01
1.2960000000000000e+03	-6.1264613924406763e-01	+3.3957706219261419e-01
1.2970000000000000e+03	-6.1972872173809357e-01	+3.4036089444612733e-01
1.2980000000000000e+03	-6.2681664906489054e-01	+3.4114592543253647e-01
1.2990000000000000e+03	-6.3390992095443455e-01	+3.4193215604274918e-01
1.3000000000000000e+03	-6.4100853713650885e-01	+3.4271958716759765e-01
1.3010000000000000e+03	-6.4811249734070486e-01	+3.4350821969783857e-01
1.3020000000000000e+03	-6.5522180129640706e-01	+3.4429805452415191e-01
1.3030000000000000e+03	-6.6233644873281072e-01	+3.4508909253714187e-01
1.3040000000000000e+03	-6.6945643937891131e-01	+3.4588133462733678e-01
1.3050000000000000e+03	-6.7658177296351063e-01	+3.4667478168518856e-01
1.3060000000000000e+03	-6.8371244921520802e-01	+3.4746943460107271e-01
1.3070000000000000e+03	-6.9084846786241361e-01	+3.4826529426528907e-01
1.3080000000000000e+03	-6.9798982863333414e-01	+3.4906236156806059e-01
1.3090000000000000e+03	-7.0513653125598363e-01	+3.4986063739953416e-01
1.3100000000000000e+03	-7.1228857545817981e-01	+3.5066012264978014e-01
1.3110000000000000e+03	-7.1944596096753965e-01	+3.5146081820879232e-01
1.3120000000000000e+03	-7.2660868751149010e-01	+3.5226272496648825e-01
1.3130000000000000e+03	-7.3377675481725646e-01	+3.5306584381270850e-01
1.3140000000000000e+03	-7.4095016261186775e-01	+3.5387017563721729e-01
1.3150000000000000e+03	-7.4812891062216114e-01	+3.5467572132970199e-01
1.3160000000000000e+03	-7.5531299857477041e-01	+3.5548248177977310e-01
1.3170000000000000e+03	-7.6250242619614017e-01	+3.5629045787696495e-01
1.3180000000000000e+03	-7.6969719321251517e-01	+3.5709965051073428e-01
1.3190000000000000e+03	-7.7689729934994123e-01	+3.5791006057046093e-01
1.3200000000000000e+03	-7.8410274433427229e-01	+3.5872168894544837e-01
1.3210000000000000e+03	-7.9131352789116427e-01	+3.5953453652492251e-01
1.3220000000000000e+03	-7.9852964974607676e-01	+3.6034860419803239e-01
1.3230000000000000e+03	-8.0575110962427487e-01	+3.6116389285385037e-01
1.3240000000000000e+03	-8.1297790725082297e-01	+3.6198040338137061e-01
1.3250000000000000e+03	-8.2021004235059181e-01	+3.6279813666951061e-01
1.3260000000000000e+03	-8.2744751464825939e-01	+3.6361709360711092e-01
1.3270000000000000e+03	-8.3469032386830211e-01	+3.6443727508293405e-01
1.3280000000000000e+03	-8.4193846973500186e-01	+3.6525868198566541e-01
1.3290000000000000e+03	-8.4919195197244957e-01	+3.6608131520391363e-01
1.3300000000000000e+03	-8.5645077030453098e-01	+3.6690517562620861e-01
1.3310000000000000e+03	-8.6371492445494269e-01	+3.6773026414100346e-01
1.3320000000000000e+03	-8.7098441414718231e-01	+3.6855658163667332e-01
1.3330000000000000e+03	-8.7825923910455383e-01	+3.6938412900151629e-01
1.3340000000000000e+03	-8.8553939905016321e-01	+3.7021290712375193e-01
1.3350000000000000e+03	-8.9282489370692009e-01	+3.7104291689152258e-01
1.3360000000000000e+03	-9.0011572279754049e-01	+3.7187415919289252e-01
1.3370000000000000e+03	-9.0741188604454237e-01	+3.7270663491584827e-01
1.3380000000000000e+03	-9.1471338317025097e-01	+3.7354034494829857e-01
1.3390000000000000e+03	-9.2202021389678901e-01	+3.7437529017807353e-01
1.3400000000000000e+03	-9.2933237794609269e-01	+3.7521147149292583e-01
1.3410000000000000e+03	-9.3664987503989483e-01	+3.7604888978052992e-01
1.3420000000000000e+03	-9.4397270489973550e-01	+3.7688754592848211e-01
1.3430000000000000e+03	-9.5130086724696117e-01	+3.7772744082430043e-01
1.3440000000000000e+03	-9.5863436180271666e-01	+3.7856857535542454e-01
1.3450000000000000e+03	-9.6597318828795853e-01	+3.7941095040921619e-01
1.3460000000000000e+03	-9.7331734642344170e-01	+3.8025456687295822e-01
1.3470000000000000e+03	-9.8066683592972925e-01	+3.8109942563385563e-01
1.3480000000000000e+03	-9.8802165652718532e-01	+3.8194552757903455e-01
1.3490000000000000e+03	-9.9538180793598308e-01	+3.8279287359554265e-01
1.3500000000000000e+03	-1.0027472898760941e+00	+3.8364146457034898e-01
1.3510000000000000e+03	-1.0101181020673033e+00	+3.8449130139034465e-01
1.3520000000000000e+03	-1.0174942442291881e+00	+3.8534238494234063e-01
1.3530000000000000e+03	-1.0248757160811408e+00	+3.8619471611307049e-01
1.3540000000000000e+03	-1.0322625173423532e+00	+3.8704829578918853e-01
1.3550000000000000e+03	-1.0396546477318260e+00	+3.8790312485727024e-01
1.3560000000000000e+03	-1.0470521069683567e+00	+3.8875920420381199e-01
1.3570000000000000e+03	-1.0544548947705552e+00	+3.8961653471523144e-01
1.3580000000000000e+03	-1.0618630108568343e+00	+3.9047511727786743e-01
1.3590000000000000e+03	-1.0692764549454061e+00	+3.9133495277797908e-01
1.3600000000000000e+03	-1.0766952267542971e+00	+3.9219604210174741e-01
1.3610000000000000e+03	-1.0841193260013302e+00	+3.9305838613527322e-01
1.3620000000000000e+03	-1.0915487524041367e+00	+3.9392198576457882e-01
1.3630000000000000e+03	-1.0989835056801516e+00	+3.9478684187560675e-01
1.3640000000000000e+03	-1.1064235855466142e+00	+3.9565295535422051e-01
1.3650000000000000e+03	-1.1138689917205724e+00	+3.9652032708620455e-01
1.3660000000000000e+03	-1.1213197239188766e+00	+3.9738895795726331e-01
1.3670000000000000e+03	-1.1287757818581792e+00	+3.9825884885302171e-01
1.3680000000000000e+03	-1.1362371652549417e+00	+3.9913000065902571e-01
1.3690000000000000e+03	-1.1437038738254284e+00	+4.0000241426074112e-01
1.3700000000000000e+03	-1.1511759072857091e+00	+4.0087609054355450e-01
1.3710000000000000e+03	-1.1586532653516599e+00	+4.0175103039277243e-01
1.3720000000000000e+03	-1.1661359477389617e+00	+4.0262723469362205e-01
1.3730000000000000e+03	-1.1736239541630962e+00	+4.0350470433125007e-01
1.3740000000000000e+03	-1.1811172843393569e+00	+4.0438344019072425e-01
1.3750000000000000e+03	-1.1886159379828376e+00	+4.0526344315703161e-01
1.3760000000000000e+03	-1.1961199148084400e+00	+4.0614471411507991e-01
1.3770000000000000e+03	-1.2036292145308689e+00	+4.0702725394969619e-01
1.3780000000000000e+03	-1.2111438368646361e+00	+4.0791106354562789e-01
1.3790000000000000e+03	-1.2186637815240555e+00	+4.0879614378754209e-01
1.3800000000000000e+03	-1.2261890482232518e+00	+4.0968249556002601e-01
1.3810000000000000e+03	-1.2337196366761507e+00	+4.1057011974758645e-01
1.3820000000000000e+03	-1.2412555465964843e+00	+4.1145901723464984e-01
1.3830000000000000e+03	-1.2487967776977893e+00	+4.1234918890556221e-01
1.3840000000000000e+03	-1.2563433296934070e+00	+4.1324063564458918e-01
1.3850000000000000e+03	-1.2638952022964913e+00	+4.1413335833591675e-01
1.3860000000000000e+03	-1.2714523952199919e+00	+4.1502735786364925e-01
1.3870000000000000e+03	-1.2790149081766664e+00	+4.1592263511181088e-01
1.3880000000000000e+03	-1.2865827408790818e+00	+4.1681919096434561e-01
1.3890000000000000e+03	-1.2941558930396102e+00	+4.1771702630511648e-01
1.3900000000000000e+03	-1.3017343643704233e+00	+4.1861614201790542e-01
1.3910000000000000e+03	-1.3093181545835053e+00	+4.1951653898641444e-01
1.3920000000000000e+03	-1.3169072633906413e+00	+4.2041821809426405e-01
1.3930000000000000e+03	-1.3245016905034230e+00	+4.2132118022499387e-01
1.3940000000000000e+03	-1.3321014356332528e+00	+4.2222542626206366e-01
1.3950000000000000e+03	-1.3397064984913296e+00	+4.2313095708885046e-01
1.3960000000000000e+03	-1.3473168787886678e+00	+4.2403777358865191e-01
1.3970000000000000e+03	-1.3549325762360773e+00	+4.2494587664468353e-01
1.3980000000000000e+03	-1.3625535905441826e+00	+4.2585526714008010e-01
1.3990000000000000e+03	-1.3701799214234098e+00	+4.2676594595789513e-01
